acad_org,session,cf_term_id,cf_status,course_subject,course_number,section_number,course_title,cf_course_id,instructor_name,start_date,end_date,bb_course_id,cp_cycle_id
LARTS-SPS,1,1249,Active,CHEM,101,"1         ",General Chemistry,15625,"Smeureanu,Gabriela",2024-08-28,2024-12-21,SPS01_CHEM_101_1249_15625,10
LARTS-SPS,1,1249,Active,COM,110,"4         ",Digital Literacy,15383,"Meyerhoff,Ti Zuber",2024-08-28,2024-12-21,SPS01_COM_110_1249_15383,10
LARTS-SPS,1,1249,Active,COM,110,"7         ",Digital Literacy,15386,"Meyerhoff,Ti Zuber",2024-08-28,2024-12-21,SPS01_COM_110_1249_15386,10
LARTS-SPS,1,1249,Active,PHIL,110,"7         ",Critical Thinking,15702,"Arakelyan,Kristina",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15702,10
LARTS-SPS,1,1249,Active,PHIL,302,"2         ",Ethics in the Workplace,15464,"Arakelyan,Kristina",2024-08-28,2024-12-21,SPS01_PHIL_302_1249_15464,10
LARTS-SPS,1,1249,Active,COM,210,"1         ",Writing at Work,15682,"Schumaker,Richard",2024-08-28,2024-12-21,SPS01_COM_210_1249_15682,10
LARTS-SPS,1,1249,Active,COM,210,"5         ",Writing at Work,15677,"Schumaker,Richard",2024-08-28,2024-12-21,SPS01_COM_210_1249_15677,10
LARTS-SPS,1,1249,Active,COM,210,"9         ",Writing at Work,15683,"Schumaker,Richard",2024-08-28,2024-12-21,SPS01_COM_210_1249_15683,10
LARTS-SPS,1,1249,Active,PHIL,110,"2         ",Critical Thinking,15707,"Robinson,Robert C",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15707,10
LARTS-SPS,1,1249,Active,PHIL,110,"3         ",Critical Thinking,15709,"Shepard,Kathryn A",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15709,10
LARTS-SPS,1,1249,Active,PHIL,110,"5         ",Critical Thinking,15704,"Robinson,Robert C",2024-08-28,2024-12-21,SPS01_PHIL_110_1249_15704,10
LARTS-SPS,1,1249,Active,PHIL,201,"1         ",Bioethics for Health Profess,15556,"Robinson,Robert C",2024-08-28,2024-12-21,SPS01_PHIL_201_1249_15556,10
LARTS-SPS,1,1249,Active,PHIL,201,"3         ",Bioethics for Health Profess,15558,"Shepard,Kathryn A",2024-08-28,2024-12-21,SPS01_PHIL_201_1249_15558,10
LARTS-SPS,1,1249,Active,COM,110,"2         ",Digital Literacy,15381,"Crocco,Francesco",2024-08-28,2024-12-21,SPS01_COM_110_1249_15381,10
LARTS-SPS,1,1249,Active,COM,110,"6         ",Digital Literacy,15385,"Crocco,Francesco",2024-08-28,2024-12-21,SPS01_COM_110_1249_15385,10
LARTS-SPS,1,1249,Active,COM,110,"10        ",Digital Literacy,15390,"Crocco,Francesco",2024-08-28,2024-12-21,SPS01_COM_110_1249_15390,10
LARTS-SPS,1,1249,Active,ENG,321,"1         ",Caribbean Literature,48970,"Bernard,Regina A",2024-08-28,2024-12-21,SPS01_ENG_321_1249_48970,10
LARTS-SPS,1,1249,Active,ENG,350,"2         ",Advanced Composition,15469,"Gray,Stephanie M",2024-08-28,2024-12-21,SPS01_ENG_350_1249_15469,10
LARTS-SPS,1,1249,Active,MUS,101,"1         ",Music Appreciation,15347,"Phillips,Moses B",2024-08-28,2024-12-21,SPS01_MUS_101_1249_15347,10
LARTS-SPS,1,1249,Active,QUAN,201,"1         ",Quant Reason & Society,15691,"Berkovich,Zakhar",2024-08-28,2024-12-21,SPS01_QUAN_201_1249_15691,10
LARTS-SPS,1,1249,Active,QUAN,201,"4         ",Quant Reason & Society,15693,"Sterns,Anthony A",2024-08-28,2024-12-21,SPS01_QUAN_201_1249_15693,10
LARTS-SPS,1,1249,Active,AMER,200,"3         ",American History & Culture,15674,"Bouton,Brian J.",2024-08-28,2024-12-21,SPS01_AMER_200_1249_15674,10
LARTS-SPS,1,1249,Active,ANTH,101,"1         ",Introduction to Cultural Anth,15455,"Burke,Charlanne",2024-08-28,2024-12-21,SPS01_ANTH_101_1249_15455,10
LARTS-SPS,1,1249,Active,COM,110,"11        ",Digital Literacy,15389,"Bouton,Brian J.",2024-08-28,2024-12-21,SPS01_COM_110_1249_15389,10
LARTS-SPS,1,1249,Active,COM,210,"8         ",Writing at Work,15684,"Bouton,Brian J.",2024-08-28,2024-12-21,SPS01_COM_210_1249_15684,10
LARTS-SPS,1,1249,Active,COM,210,"11        ",Writing at Work,15675,"Gilroy,Virginia",2024-08-28,2024-12-21,SPS01_COM_210_1249_15675,10
LARTS-SPS,1,1249,Active,ECO,201,"1         ",Microeconomics,15329,"Battista,Leon J",2024-08-28,2024-12-21,SPS01_ECO_201_1249_15329,10
LARTS-SPS,1,1249,Active,ECO,201,"3         ",Microeconomics,15331,"Battista,Leon J",2024-08-28,2024-12-21,SPS01_ECO_201_1249_15331,10
LARTS-SPS,1,1249,Active,ENG,102,"2         ",College Writing II,15361,"Gilroy,Virginia",2024-08-28,2024-12-21,SPS01_ENG_102_1249_15361,10
LARTS-SPS,1,1249,Active,INT,450,"1         ",Internship,15474,"Broadfoot,Holli",2024-08-28,2024-12-21,SPS01_INT_450_1249_15474,10
LARTS-SPS,1,1249,Active,MATH,102,"2         ",Math In Contemp Soc,15401,"Mongroo,Chandra",2024-08-28,2024-12-21,SPS01_MATH_102_1249_15401,10
LARTS-SPS,1,1249,Active,MATH,215,"1         ",Introduction to Statistics,15790,"Mongroo,Chandra",2024-08-28,2024-12-21,SPS01_MATH_215_1249_15790,10
LARTS-SPS,1,1249,Active,PHIL,201,"2         ",Bioethics for Health Profess,15557,"Evans,Cassandra",2024-08-28,2024-12-21,SPS01_PHIL_201_1249_15557,10
LARTS-SPS,1,1249,Active,PLA,300,"1         ",Portfolio Development,15688,"Gilroy,Virginia",2024-08-28,2024-12-21,SPS01_PLA_300_1249_15688,10
LARTS-SPS,1,1249,Active,COM,110,"9         ",Digital Literacy,15388,"Lopez,Beatrice",2024-08-28,2024-12-21,SPS01_COM_110_1249_15388,10
LARTS-SPS,1,1249,Active,COM,110,"12        ",Digital Literacy,15379,"Quarrell,Susan",2024-08-28,2024-12-21,SPS01_COM_110_1249_15379,10
LARTS-SPS,1,1249,Active,COM,210,"3         ",Writing at Work,15679,"Lopez,Beatrice",2024-08-28,2024-12-21,SPS01_COM_210_1249_15679,10
LARTS-SPS,1,1249,Active,COM,210,"4         ",Writing at Work,15681,"Adegbola,Lydia",2024-08-28,2024-12-21,SPS01_COM_210_1249_15681,10
LARTS-SPS,1,1249,Active,COM,210,"6         ",Writing at Work,15678,"Heiser,Erin E.",2024-08-28,2024-12-21,SPS01_COM_210_1249_15678,10
LARTS-SPS,1,1249,Active,COM,210,"12        ",Writing at Work,48958,"Adegbola,Lydia",2024-08-28,2024-12-21,SPS01_COM_210_1249_48958,10
LARTS-SPS,1,1249,Active,ENG,350,"3         ",Advanced Composition,15465,"Quarrell,Susan",2024-08-28,2024-12-21,SPS01_ENG_350_1249_15465,10
LARTS-SPS,1,1249,Active,HIST,202,"1         ",World Hist 1900-Present,15701,"Getman,Jordi W",2024-08-28,2024-12-21,SPS01_HIST_202_1249_15701,10
LARTS-SPS,1,1249,Active,ART,202,"OSP1      ",Arts & Civilization II,15339,"Miller,Hannah",2024-08-28,2024-12-21,SPS01_ART_202_1249_15339,10
LARTS-SPS,1,1249,Active,MATH,215,"2         ",Introduction to Statistics,15787,"Wang,Walter O",2024-08-28,2024-12-21,SPS01_MATH_215_1249_15787,10
LARTS-SPS,1,1249,Active,QUAN,201,"3         ",Quant Reason & Society,15689,"Wang,Walter O",2024-08-28,2024-12-21,SPS01_QUAN_201_1249_15689,10
LARTS-SPS,1,1249,Active,ART,201,"1         ",Arts & Civilization I,15393,"Karnet,Susan",2024-08-28,2024-12-21,SPS01_ART_201_1249_15393,10
LARTS-SPS,1,1249,Active,COM,110,"1         ",Digital Literacy,15380,"Moss,Kathryn",2024-08-28,2024-12-21,SPS01_COM_110_1249_15380,10
LARTS-SPS,1,1249,Active,COM,110,"3         ",Digital Literacy,15382,"Suiter,Ralph",2024-08-28,2024-12-21,SPS01_COM_110_1249_15382,10
LARTS-SPS,1,1249,Active,COM,110,"8         ",Digital Literacy,15387,"Suiter,Ralph",2024-08-28,2024-12-21,SPS01_COM_110_1249_15387,10
LARTS-SPS,1,1249,Active,COM,110,"13        ",Digital Literacy,15378,"Moss,Kathryn",2024-08-28,2024-12-21,SPS01_COM_110_1249_15378,10
LARTS-SPS,1,1249,Active,ENG,102,"1         ",College Writing II,15360,"Everitt,Ryan",2024-08-28,2024-12-21,SPS01_ENG_102_1249_15360,10
LARTS-SPS,1,1249,Active,HIST,102,"1         ",Mod World-1500-Presnt,15395,"Zevin,Edward",2024-08-28,2024-12-21,SPS01_HIST_102_1249_15395,10
LARTS-SPS,1,1249,Active,HIST,102,"2         ",Mod World-1500-Presnt,15396,"Suiter,Ralph",2024-08-28,2024-12-21,SPS01_HIST_102_1249_15396,10
LARTS-SPS,1,1249,Active,LANG,201,"1         ",Lang-Multicultural Setting,15492,"Cao,Xuan-Nga",2024-08-28,2024-12-21,SPS01_LANG_201_1249_15492,10
LARTS-SPS,1,1249,Active,LBL,201,"1         ",Pro-Seminar in Liberal Studies,15472,"Everitt,Ryan",2024-08-28,2024-12-21,SPS01_LBL_201_1249_15472,10
LARTS-SPS,1,1249,Active,LBL,499,"1         ",Capstone in Liberal Studies II,15467,"Everitt,Ryan",2024-08-28,2024-12-21,SPS01_LBL_499_1249_15467,10
LARTS-SPS,1,1249,Active,POL,201,"1         ",Pol/Govmt of NYC,15333,"Enrico,Maria",2024-08-28,2024-12-21,SPS01_POL_201_1249_15333,10
LARTS-SPS,1,1249,Active,COM,110,"5         ",Digital Literacy,15384,"Hien,Nina M",2024-08-28,2024-12-21,SPS01_COM_110_1249_15384,10
LARTS-SPS,1,1249,Active,ENG,102,"3         ",College Writing II,32771,"Kerr,Rachel",2024-08-28,2024-12-21,SPS01_ENG_102_1249_32771,10
LARTS-SPS,1,1249,Active,ENG,350,"1         ",Advanced Composition,15468,"Kerr,Rachel",2024-08-28,2024-12-21,SPS01_ENG_350_1249_15468,10
LARTS-SPS,1,1249,Active,ENG,350,"4         ",Advanced Composition,48978,"Kerr,Rachel",2024-08-28,2024-12-21,SPS01_ENG_350_1249_48978,10
LARTS-SPS,1,1249,Active,PHIL,302,"1         ",Ethics in the Workplace,15466,"Torok,Judit",2024-08-28,2024-12-21,SPS01_PHIL_302_1249_15466,10
LARTS-SPS,1,1249,Active,SPAN,101,"1         ",Beginning Spanish I,15375,"Park,Alicia",2024-08-28,2024-12-21,SPS01_SPAN_101_1249_15375,10
LARTS-SPS,1,1249,Active,AST,101,"1         ",Introduction to Astronomy,15366,"Ris,Zohar",2024-08-28,2024-12-21,SPS01_AST_101_1249_15366,10
LARTS-SPS,1,1249,Active,AST,101,"3         ",Introduction to Astronomy,32770,"Ris,Zohar",2024-08-28,2024-12-21,SPS01_AST_101_1249_32770,10
LARTS-SPS,1,1249,Active,SPAN,110,"1         ",Spanish for Health Professions,15589,"Henao,Eda",2024-08-28,2024-12-21,SPS01_SPAN_110_1249_15589,10
LARTS-SPS,1,1249,Active,LBL,201,"2         ",Pro-Seminar in Liberal Studies,15473,NULL,2024-08-28,2024-12-21,SPS01_LBL_201_1249_15473,10
LARTS-SPS,1,1249,Active,LBL,499,"2         ",Capstone in Liberal Studies II,15470,NULL,2024-08-28,2024-12-21,SPS01_LBL_499_1249_15470,10
LARTS-SPS,1,1249,Active,MATH,215,"4         ",Introduction to Statistics,15788,NULL,2024-08-28,2024-12-21,SPS01_MATH_215_1249_15788,10
LARTS-SPS,1,1249,Active,MUS,101,"2         ",Music Appreciation,15344,NULL,2024-08-28,2024-12-21,SPS01_MUS_101_1249_15344,10
NURS-SPS,1,1249,Active,NURS,303,"1         ",Caring in Communities,15644,"Fievre,Gretha/Leveille-Tulce,Anne Marie Bethe/Okhuahesuyi,Isoken Aminatu/Vilmenay,Marie J",2024-08-28,2024-12-21,SPS01_NURS_303_1249_15644,10
NURS-SPS,1,1249,Active,NURS,303,"2         ",Caring in Communities,15649,"Cooper-audain,Elizer/Dharsee,Femida/Jones-Pichardo,Renee B/Shockness,Sharon E",2024-08-28,2024-12-21,SPS01_NURS_303_1249_15649,10
NURS-SPS,1,1249,Active,NURS,461,"1         ",Global Health Issues,15640,"Leveille-Tulce,Anne Marie Bethe",2024-08-28,2024-12-21,SPS01_NURS_461_1249_15640,10
NURS-SPS,1,1249,Active,NURS,499,"1         ",Nursing Capstone,15630,"Marsala-Cervasio,Kathleen Ann",2024-08-28,2024-12-21,SPS01_NURS_499_1249_15630,10
NURS-SPS,1,1249,Active,NURS,600,"1         ",Policy and Ethics in Nursing,15489,"Marsala-Cervasio,Kathleen Ann",2024-08-28,2024-12-21,SPS01_NURS_600_1249_15489,10
NURS-SPS,1,1249,Active,NURS,300,"2         ",Transition to Prof Nursing,15555,"Paradiso,LindaAnn Theresa",2024-08-28,2024-12-21,SPS01_NURS_300_1249_15555,10
NURS-SPS,1,1249,Active,NURS,622,"1         ",Nursing Quality and Safety Pln,15486,"Paradiso,LindaAnn Theresa",2024-08-28,2024-12-21,SPS01_NURS_622_1249_15486,10
NURS-SPS,1,1249,Active,NURS,623,"1         ",Transfr Nursing Ldrshp in Comm,15485,"Paradiso,LindaAnn Theresa",2024-08-28,2024-12-21,SPS01_NURS_623_1249_15485,10
NURS-SPS,1,1249,Active,NURS,350,"2         ",Principles of Nursing Research,15642,"Bartley Daniele,Patricia",2024-08-28,2024-12-21,SPS01_NURS_350_1249_15642,10
NURS-SPS,1,1249,Active,NURS,610,"1         ",Nursing Curriculum and Program,15481,"Bartley Daniele,Patricia",2024-08-28,2024-12-21,SPS01_NURS_610_1249_15481,10
NURS-SPS,1,1249,Active,NURS,611,"2         ",Advanced Practice Health Assmt,15488,"Bartley Daniele,Patricia",2024-08-28,2024-12-21,SPS01_NURS_611_1249_15488,10
NURS-SPS,1,1249,Active,NURS,499,"2         ",Nursing Capstone,15627,"Amicucci,Bernadette J",2024-08-28,2024-12-21,SPS01_NURS_499_1249_15627,10
NURS-SPS,1,1249,Active,NURS,625,"1         ",Statistics for Advanced Nurs,15475,"McIntosh,Jennifer T",2024-08-28,2024-12-21,SPS01_NURS_625_1249_15475,10
NURS-SPS,1,1249,Active,NURS,300,"3         ",Transition to Prof Nursing,47745,"Simmons,Anne Marie",2024-08-28,2024-12-21,SPS01_NURS_300_1249_47745,10
NURS-SPS,1,1249,Active,NURS,499,"5         ",Nursing Capstone,47755,"Erickson,Judith M",2024-08-28,2024-12-21,SPS01_NURS_499_1249_47755,10
NURS-SPS,1,1249,Active,NURS,303,"4         ",Caring in Communities,15647,"Gongaware,Gail M",2024-08-28,2024-12-21,SPS01_NURS_303_1249_15647,10
NURS-SPS,1,1249,Active,NURS,499,"3         ",Nursing Capstone,15634,"Deckman,Marsha A",2024-08-28,2024-12-21,SPS01_NURS_499_1249_15634,10
NURS-SPS,1,1249,Active,NURS,499,"6         ",Nursing Capstone,47757,"Pearlman,Irene R",2024-08-28,2024-12-21,SPS01_NURS_499_1249_47757,10
NURS-SPS,1,1249,Active,NURS,630,"1         ",Measurement & Eval in Nursing,15480,"Nokes,Kathleen M",2024-08-28,2024-12-21,SPS01_NURS_630_1249_15480,10
NURS-SPS,1,1249,Active,NURS,499,"4         ",Nursing Capstone,15633,"Cherkis,Frances",2024-08-28,2024-12-21,SPS01_NURS_499_1249_15633,10
NURS-SPS,1,1249,Active,NURS,626,"1         ",Advanced Nursing Research,15483,"Brady,Kathryn A",2024-08-28,2024-12-21,SPS01_NURS_626_1249_15483,10
NURS-SPS,7W2,1249,Active,NURS,302,"7W2       ",Health Teaching,30252,"Newton,Connie S",2024-10-23,2024-12-21,SPS01_NURS_302_1249_30252,10
NURS-SPS,1,1249,Active,NURS,302,"1         ",Health Teaching,15651,"Harris,Kenya D",2024-08-28,2024-12-21,SPS01_NURS_302_1249_15651,10
NURS-SPS,1,1249,Active,NURS,303,"3         ",Caring in Communities,15648,"Wilson,Deborah",2024-08-28,2024-12-21,SPS01_NURS_303_1249_15648,10
NURS-SPS,1,1249,Active,NURS,313,"1         ",Nursing Informatics,15646,"Koziol,Karen A",2024-08-28,2024-12-21,SPS01_NURS_313_1249_15646,10
NURS-SPS,1,1249,Active,NURS,313,"2         ",Nursing Informatics,15645,"Harris,Kenya D",2024-08-28,2024-12-21,SPS01_NURS_313_1249_15645,10
NURS-SPS,1,1249,Active,NURS,350,"1         ",Principles of Nursing Research,15641,"Harris,Kenya D",2024-08-28,2024-12-21,SPS01_NURS_350_1249_15641,10
NURS-SPS,1,1249,Active,NURS,616,"1         ",Management of Decision Support,15445,"Dia,Mary Joy S",2024-08-28,2024-12-21,SPS01_NURS_616_1249_15445,10
NURS-SPS,7W1,1249,Active,NURS,301,"7W1       ",Health Assessment,30249,"Meehan,Carolyn",2024-08-28,2024-10-22,SPS01_NURS_301_1249_30249,10
NURS-SPS,1,1249,Active,NURS,600,"2         ",Policy and Ethics in Nursing,15490,"Cohen,Barbara",2024-08-28,2024-12-21,SPS01_NURS_600_1249_15490,10
NURS-SPS,1,1249,Active,NURS,461,"2         ",Global Health Issues,15643,"Chung,Lisa B",2024-08-28,2024-12-21,SPS01_NURS_461_1249_15643,10
NURS-SPS,1,1249,Active,NURS,615,"1         ",Advanced Nursing Informatics,15484,"Mathew,Lilly",2024-08-28,2024-12-21,SPS01_NURS_615_1249_15484,10
NURS-SPS,1,1249,Active,NURS,619,"1         ",Nursing Informatics Practicum,15444,"Mathew,Lilly",2024-08-28,2024-12-21,SPS01_NURS_619_1249_15444,10
NURS-SPS,1,1249,Active,NURS,300,"1         ",Transition to Prof Nursing,15552,"Oosting,Jan",2024-08-28,2024-12-21,SPS01_NURS_300_1249_15552,10
NURS-SPS,1,1249,Active,NURS,301,"1         ",Health Assessment,15652,"Oosting,Jan",2024-08-28,2024-12-21,SPS01_NURS_301_1249_15652,10
NURS-SPS,1,1249,Active,NURS,312,"1         ",Intro to Palliative Care,15628,"Oosting,Jan",2024-08-28,2024-12-21,SPS01_NURS_312_1249_15628,10
NURS-SPS,1,1249,Active,NURS,619,"2         ",Nursing Informatics Practicum,15833,"Kagan,Olga",2024-08-28,2024-12-21,SPS01_NURS_619_1249_15833,10
NURS-SPS,1,1249,Active,NURS,611,"1         ",Advanced Practice Health Assmt,15487,"Hidle,Unn",2024-08-28,2024-12-21,SPS01_NURS_611_1249_15487,10
NURS-SPS,1,1249,Cancelled,NURS,300,"4         ",Transition to Prof Nursing,15550,NULL,2024-08-28,2024-12-21,SPS01_NURS_300_1249_15550,10
NURS-SPS,1,1249,Cancelled,NURS,300,"5         ",Transition to Prof Nursing,15551,NULL,2024-08-28,2024-12-21,SPS01_NURS_300_1249_15551,10
NURS-SPS,1,1249,Cancelled,NURS,300,"6         ",Transition to Prof Nursing,15553,NULL,2024-08-28,2024-12-21,SPS01_NURS_300_1249_15553,10
NURS-SPS,1,1249,Cancelled,NURS,300,"7         ",Transition to Prof Nursing,15554,NULL,2024-08-28,2024-12-21,SPS01_NURS_300_1249_15554,10
NURS-SPS,1,1249,Cancelled,NURS,301,"3         ",Health Assessment,15654,NULL,2024-08-28,2024-12-21,SPS01_NURS_301_1249_15654,10
NURS-SPS,1,1249,Cancelled,NURS,301,"4         ",Health Assessment,15655,NULL,2024-08-28,2024-12-21,SPS01_NURS_301_1249_15655,10
NURS-SPS,1,1249,Cancelled,NURS,302,"2         ",Health Teaching,15650,NULL,2024-08-28,2024-12-21,SPS01_NURS_302_1249_15650,10
NURS-SPS,1,1249,Cancelled,NURS,302,"3         ",Health Teaching,17281,NULL,2024-08-28,2024-12-21,SPS01_NURS_302_1249_17281,10
NURS-SPS,1,1249,Cancelled,NURS,303,"5         ",Caring in Communities,17282,NULL,2024-08-28,2024-12-21,SPS01_NURS_303_1249_17282,10
NURS-SPS,1,1249,Cancelled,NURS,312,"2         ",Intro to Palliative Care,17283,NULL,2024-08-28,2024-12-21,SPS01_NURS_312_1249_17283,10
NURS-SPS,1,1249,Cancelled,NURS,312,"3         ",Intro to Palliative Care,17284,NULL,2024-08-28,2024-12-21,SPS01_NURS_312_1249_17284,10
NURS-SPS,1,1249,Cancelled,NURS,313,"3         ",Nursing Informatics,17285,NULL,2024-08-28,2024-12-21,SPS01_NURS_313_1249_17285,10
NURS-SPS,1,1249,Cancelled,NURS,314,"1         ",Case Mgmt Health Services,15559,NULL,2024-08-28,2024-12-21,SPS01_NURS_314_1249_15559,10
NURS-SPS,1,1249,Cancelled,NURS,314,"2         ",Case Mgmt Health Services,17286,NULL,2024-08-28,2024-12-21,SPS01_NURS_314_1249_17286,10
NURS-SPS,1,1249,Cancelled,NURS,314,"3         ",Case Mgmt Health Services,17287,NULL,2024-08-28,2024-12-21,SPS01_NURS_314_1249_17287,10
NURS-SPS,1,1249,Cancelled,NURS,350,"3         ",Principles of Nursing Research,17288,NULL,2024-08-28,2024-12-21,SPS01_NURS_350_1249_17288,10
NURS-SPS,1,1249,Cancelled,NURS,461,"3         ",Global Health Issues,17289,NULL,2024-08-28,2024-12-21,SPS01_NURS_461_1249_17289,10
NURS-SPS,1,1249,Cancelled,NURS,499,"7         ",Nursing Capstone,15629,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15629,10
NURS-SPS,1,1249,Cancelled,NURS,499,"8         ",Nursing Capstone,15631,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15631,10
NURS-SPS,1,1249,Cancelled,NURS,499,"9         ",Nursing Capstone,15632,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15632,10
NURS-SPS,1,1249,Cancelled,NURS,499,"10        ",Nursing Capstone,15635,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15635,10
NURS-SPS,1,1249,Cancelled,NURS,499,"11        ",Nursing Capstone,15636,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15636,10
NURS-SPS,1,1249,Cancelled,NURS,499,"12        ",Nursing Capstone,15637,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15637,10
NURS-SPS,1,1249,Cancelled,NURS,499,"13        ",Nursing Capstone,15638,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15638,10
NURS-SPS,1,1249,Cancelled,NURS,499,"14        ",Nursing Capstone,15639,NULL,2024-08-28,2024-12-21,SPS01_NURS_499_1249_15639,10
NURS-SPS,1,1249,Cancelled,NURS,600,"3         ",Policy and Ethics in Nursing,17290,NULL,2024-08-28,2024-12-21,SPS01_NURS_600_1249_17290,10
NURS-SPS,1,1249,Cancelled,NURS,610,"2         ",Nursing Curriculum and Program,17291,NULL,2024-08-28,2024-12-21,SPS01_NURS_610_1249_17291,10
NURS-SPS,1,1249,Cancelled,NURS,610,"3         ",Nursing Curriculum and Program,17292,NULL,2024-08-28,2024-12-21,SPS01_NURS_610_1249_17292,10
NURS-SPS,1,1249,Cancelled,NURS,611,"3         ",Advanced Practice Health Assmt,17293,NULL,2024-08-28,2024-12-21,SPS01_NURS_611_1249_17293,10
NURS-SPS,1,1249,Cancelled,NURS,615,"2         ",Advanced Nursing Informatics,17294,NULL,2024-08-28,2024-12-21,SPS01_NURS_615_1249_17294,10
NURS-SPS,1,1249,Cancelled,NURS,615,"3         ",Advanced Nursing Informatics,17295,NULL,2024-08-28,2024-12-21,SPS01_NURS_615_1249_17295,10
NURS-SPS,1,1249,Cancelled,NURS,616,"2         ",Management of Decision Support,17296,NULL,2024-08-28,2024-12-21,SPS01_NURS_616_1249_17296,10
NURS-SPS,1,1249,Cancelled,NURS,616,"3         ",Management of Decision Support,17297,NULL,2024-08-28,2024-12-21,SPS01_NURS_616_1249_17297,10
NURS-SPS,1,1249,Cancelled,NURS,619,"3         ",Nursing Informatics Practicum,15443,NULL,2024-08-28,2024-12-21,SPS01_NURS_619_1249_15443,10
NURS-SPS,1,1249,Cancelled,NURS,622,"2         ",Nursing Quality and Safety Pln,17298,NULL,2024-08-28,2024-12-21,SPS01_NURS_622_1249_17298,10
NURS-SPS,1,1249,Cancelled,NURS,622,"3         ",Nursing Quality and Safety Pln,17299,NULL,2024-08-28,2024-12-21,SPS01_NURS_622_1249_17299,10
NURS-SPS,1,1249,Cancelled,NURS,623,"2         ",Transfr Nursing Ldrshp in Comm,17300,NULL,2024-08-28,2024-12-21,SPS01_NURS_623_1249_17300,10
NURS-SPS,1,1249,Cancelled,NURS,623,"3         ",Transfr Nursing Ldrshp in Comm,17301,NULL,2024-08-28,2024-12-21,SPS01_NURS_623_1249_17301,10
NURS-SPS,1,1249,Cancelled,NURS,625,"2         ",Statistics for Advanced Nurs,17302,NULL,2024-08-28,2024-12-21,SPS01_NURS_625_1249_17302,10
NURS-SPS,1,1249,Cancelled,NURS,625,"3         ",Statistics for Advanced Nurs,17303,NULL,2024-08-28,2024-12-21,SPS01_NURS_625_1249_17303,10
NURS-SPS,1,1249,Cancelled,NURS,626,"2         ",Advanced Nursing Research,15482,NULL,2024-08-28,2024-12-21,SPS01_NURS_626_1249_15482,10
NURS-SPS,1,1249,Cancelled,NURS,626,"3         ",Advanced Nursing Research,17304,NULL,2024-08-28,2024-12-21,SPS01_NURS_626_1249_17304,10
NURS-SPS,1,1249,Cancelled,NURS,630,"2         ",Measurement & Eval in Nursing,17305,NULL,2024-08-28,2024-12-21,SPS01_NURS_630_1249_17305,10
NURS-SPS,1,1249,Cancelled,NURS,630,"3         ",Measurement & Eval in Nursing,17306,NULL,2024-08-28,2024-12-21,SPS01_NURS_630_1249_17306,10
NURS-SPS,7W1,1249,Cancelled,NURS,302,"4         ",Health Teaching,30251,NULL,2024-08-28,2024-10-22,SPS01_NURS_302_1249_30251,10
NURS-SPS,7W2,1249,Cancelled,NURS,301,"4         ",Health Assessment,30250,NULL,2024-10-23,2024-12-21,SPS01_NURS_301_1249_30250,10
PSY-SPS,1,1249,Active,PSY,308,"1         ",Soc & Emot Devel In Childhood,15726,"Fritz-Avellino,Christina V",2024-08-28,2024-12-21,SPS01_PSY_308_1249_15726,10
PSY-SPS,1,1249,Active,PSY,308,"2         ",Soc & Emot Devel In Childhood,15727,"Fritz-Avellino,Christina V",2024-08-28,2024-12-21,SPS01_PSY_308_1249_15727,10
PSY-SPS,1,1249,Active,PSY,240,"1         ",Social Psychology,29868,"Anderson-Buckley,Anjali K",2024-08-28,2024-12-21,SPS01_PSY_240_1249_29868,10
PSY-SPS,1,1249,Active,PSY,650,"1         ",Perspect Develpmnt Psych,15510,"Starkey,Leighann Nicole",2024-08-28,2024-12-21,SPS01_PSY_650_1249_15510,10
PSY-SPS,1,1249,Active,PSY,685,"1         ",Group Dynamics,29893,"Pulizzi,Allison Leonora",2024-08-28,2024-12-21,SPS01_PSY_685_1249_29893,10
PSY-SPS,1,1249,Active,PSY,698,"2         ",Psychology Capstone Project I,29895,"Pulizzi,Allison Leonora",2024-08-28,2024-12-21,SPS01_PSY_698_1249_29895,10
PSY-SPS,1,1249,Active,PSY,699,"2         ",Psychology Capstone Project II,29897,"Pulizzi,Allison Leonora",2024-08-28,2024-12-21,SPS01_PSY_699_1249_29897,10
PSY-SPS,1,1249,Active,PSY,220,"1         ",Developmental Psychology,15736,"Marcello,Stephanie C",2024-08-28,2024-12-21,SPS01_PSY_220_1249_15736,10
PSY-SPS,1,1249,Active,PSY,327,"2         ",Clin Mthds: Theory & Process,15722,"Marcello,Stephanie C",2024-08-28,2024-12-21,SPS01_PSY_327_1249_15722,10
PSY-SPS,1,1249,Active,PSY,360,"1         ",Abnormal Psychology,15718,"Marcello,Stephanie C",2024-08-28,2024-12-21,SPS01_PSY_360_1249_15718,10
